concept_id,concept,description,level,openalex_id,mag_id,wikidata_id,wikipedia_url,image_url,thumbnail_url,updated_date,created_date
11432220,Dispersity,,2,C11432220,11432220,Q1975334,https://en.wikipedia.org/wiki/Dispersity,https://upload.wikimedia.org/wikipedia/commons/2/2c/Monodisperse_Collection.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Monodisperse_Collection.jpg/100px-Monodisperse_Collection.jpg,2024-08-28,2016-06-24
2778368474,Fixed-pattern noise,noise pattern on digital imaging sensors,3,C2778368474,2778368474,Q5456322,https://en.wikipedia.org/wiki/Fixed-pattern%20noise,,,2024-08-28,2018-01-05
62200009,Thrust specific fuel consumption,fuel efficiency of an engine design with respect to thrust output,3,C62200009,62200009,Q2994681,https://en.wikipedia.org/wiki/Thrust-specific%20fuel%20consumption,,,2024-08-28,2016-06-24
176395063,Lean IT,,5,C176395063,176395063,Q3228637,https://en.wikipedia.org/wiki/Lean%20IT,,,2024-08-28,2016-06-24
53100981,Customer equity,,5,C53100981,53100981,Q5196454,https://en.wikipedia.org/wiki/Customer%20equity,,,2024-08-28,2016-06-24
2780636014,Trigeminal artery,artery that supplies the basilar artery with blood during human embryonic development,3,C2780636014,2780636014,Q25339308,https://en.wikipedia.org/wiki/Trigeminal%20artery,https://upload.wikimedia.org/wikipedia/commons/8/85/Persistent_trigeminal.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Persistent_trigeminal.JPG/100px-Persistent_trigeminal.JPG,2024-08-28,2018-01-05
2777155141,Eye examination,series of tests assessing vision and pertaining to the eyes,3,C2777155141,2777155141,Q796207,https://en.wikipedia.org/wiki/Eye%20examination,https://upload.wikimedia.org/wikipedia/commons/9/9f/Snellen_chart.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Snellen_chart.svg/80px-Snellen_chart.svg.png,2024-08-28,2018-01-05
2780907072,Squire,historical profession; shield- or armour-bearer of a knight,2,C2780907072,2780907072,Q579516,https://en.wikipedia.org/wiki/Squire,https://upload.wikimedia.org/wikipedia/commons/8/88/Helmeted_Medieval_Knight_or_Soldier_%285%29.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Helmeted_Medieval_Knight_or_Soldier_%285%29.JPG/100px-Helmeted_Medieval_Knight_or_Soldier_%285%29.JPG,2024-08-28,2018-01-05
2775925610,Shiga-like toxin,class of bacterial protein complexes,5,C2775925610,2775925610,Q424753,https://en.wikipedia.org/wiki/Shiga%20toxin,https://upload.wikimedia.org/wikipedia/commons/a/a1/Shiga_toxin_%28Stx%29_PDB_1r4q.png,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Shiga_toxin_%28Stx%29_PDB_1r4q.png/100px-Shiga_toxin_%28Stx%29_PDB_1r4q.png,2024-08-28,2018-01-05
2993134977,Mineral deposit,"rock with valuable metals, minerals and elements",2,C2993134977,2993134977,Q102798,https://en.wikipedia.org/wiki/Ore,https://upload.wikimedia.org/wikipedia/commons/3/31/Banded_iron_formation.png,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Banded_iron_formation.png/100px-Banded_iron_formation.png,2024-08-28,2019-12-13
3019398576,Regulatory agency,government agency responsible for exercising autonomous authority over some area of human activity in a regulatory or supervisory capacity,2,C3019398576,3019398576,Q1639780,https://en.wikipedia.org/wiki/Regulatory%20agency,,,2024-08-28,2020-05-01
8953137,Titanium alloy,metals which contain a mixture of titanium and other chemical elements,3,C8953137,8953137,Q3300719,https://en.wikipedia.org/wiki/Titanium%20alloy,,,2024-08-28,2016-06-24
19527891,Medical physics,"application of physics concepts, theories and methods to medicine or healthcare",1,C19527891,19527891,Q1120908,https://en.wikipedia.org/wiki/Medical%20physics,,,2024-08-28,2016-06-24
2994266550,Nuclear track,,3,C2994266550,2994266550,Q1672061,https://en.wikipedia.org/wiki/Ion%20track,https://upload.wikimedia.org/wikipedia/commons/7/7a/NuclearTrackPaper02chromiteA.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7a/NuclearTrackPaper02chromiteA.jpg/100px-NuclearTrackPaper02chromiteA.jpg,2024-08-28,2019-12-13
2777016536,Peripheral tolerance,term,4,C2777016536,2777016536,Q7168713,https://en.wikipedia.org/wiki/Peripheral%20tolerance,,,2024-08-28,2018-01-05
2777366796,Indeterminacy (philosophy),,2,C2777366796,2777366796,Q6017758,https://en.wikipedia.org/wiki/Indeterminacy%20%28philosophy%29,,,2024-08-28,2018-01-05
2779880339,Pulsed field gradient,,3,C2779880339,2779880339,Q7259694,https://en.wikipedia.org/wiki/Pulsed%20field%20gradient,,,2024-08-28,2018-01-05
103621254,Vietnamese,official language of Vietnam,2,C103621254,103621254,Q9199,https://en.wikipedia.org/wiki/Vietnamese%20language,https://upload.wikimedia.org/wikipedia/commons/3/39/Ti%E1%BA%BFng_Vi%E1%BB%87t.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Ti%E1%BA%BFng_Vi%E1%BB%87t.jpg/100px-Ti%E1%BA%BFng_Vi%E1%BB%87t.jpg,2024-08-28,2016-06-24
2780546114,Grave goods,objects placed intentionally in a grave,2,C2780546114,2780546114,Q1399692,https://en.wikipedia.org/wiki/Grave%20goods,https://upload.wikimedia.org/wikipedia/commons/c/c7/Respaldo_del_trono_de_oro_de_Tutankam%C3%B3n.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Respaldo_del_trono_de_oro_de_Tutankam%C3%B3n.jpg/100px-Respaldo_del_trono_de_oro_de_Tutankam%C3%B3n.jpg,2024-08-28,2018-01-05
2779490353,Uncinate fasciculus,white matter tract in the human brain that connects parts of the limbic system such as the hippocampus and amygdala in the temporal lobe with frontal ones such as the orbitofrontal cortex.,5,C2779490353,2779490353,Q176007,https://en.wikipedia.org/wiki/Uncinate%20fasciculus,https://upload.wikimedia.org/wikipedia/commons/6/6f/Sobo_1909_670_-_Uncinate_fasciculus.png,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Sobo_1909_670_-_Uncinate_fasciculus.png/100px-Sobo_1909_670_-_Uncinate_fasciculus.png,2024-08-28,2018-01-05
2781068068,Sertoli cell,cell type,3,C2781068068,2781068068,Q195614,https://en.wikipedia.org/wiki/Sertoli%20cell,https://upload.wikimedia.org/wikipedia/commons/b/bb/Germinal_epithelium_testicle.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Germinal_epithelium_testicle.svg/100px-Germinal_epithelium_testicle.svg.png,2024-08-28,2018-01-05
2780176501,Health and Retirement Study,,2,C2780176501,2780176501,Q5690755,https://en.wikipedia.org/wiki/Health%20and%20Retirement%20Study,,,2024-08-28,2018-01-05
2780858551,Misappropriation,"unauthorized use of another's name, likeness, or identity without that person's permission, resulting in harm to that person",2,C2780858551,2780858551,Q3824105,https://en.wikipedia.org/wiki/Misappropriation,,,2024-08-28,2018-01-05
207024777,Search tree,data structure in tree form sorted for fast lookup,3,C207024777,207024777,Q621673,https://en.wikipedia.org/wiki/Search%20tree,,,2024-08-28,2016-06-24
149172746,Efficacy,the quality to be able to enfold an effect,3,C149172746,149172746,Q2585693,https://en.wikipedia.org/wiki/Efficacy,,,2024-08-28,2016-06-24
2992394448,Private practice,Wikimedia disambiguation page,2,C2992394448,2992394448,Q7246234,https://en.wikipedia.org/wiki/Private%20practice,,,2024-08-28,2019-12-13
2776172268,Burning mouth syndrome,Human disease,2,C2776172268,2776172268,Q230047,https://en.wikipedia.org/wiki/Burning%20mouth%20syndrome,,,2024-08-28,2018-01-05
12989436,Class number formula,,5,C12989436,12989436,Q3291120,https://en.wikipedia.org/wiki/Class%20number%20formula,,,2024-08-28,2016-06-24
2779164008,Legionella,genus of bacteria,3,C2779164008,2779164008,Q158013,https://en.wikipedia.org/wiki/Legionella,https://upload.wikimedia.org/wikipedia/commons/9/93/Legionella_Plate_01.png,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Legionella_Plate_01.png/100px-Legionella_Plate_01.png,2024-08-28,2018-01-05
92698915,Cross-phase modulation,nonlinear optical effect where one wavelength of light can affect the phase of another wavelength of light through the optical Kerr effect.,4,C92698915,92698915,Q5188186,https://en.wikipedia.org/wiki/Cross-phase%20modulation,,,2024-08-28,2016-06-24
177779419,Tight junction,type of cellular connection that minimizes metabolic flows between adjacent cells,2,C177779419,177779419,Q1053832,https://en.wikipedia.org/wiki/Tight%20junction,https://upload.wikimedia.org/wikipedia/commons/7/78/Cellular_tight_junction-en.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Cellular_tight_junction-en.svg/77px-Cellular_tight_junction-en.svg.png,2024-08-28,2016-06-24
59750360,F-theory,formalism for describing nonperturbative compactifications of Type IIB string theory via Calabi–Yau manifolds admitting elliptic fibrations,3,C59750360,59750360,Q852072,https://en.wikipedia.org/wiki/F-theory,,,2024-08-28,2016-06-24
191161701,Optical power,physical quantity,3,C191161701,191161701,Q559265,https://en.wikipedia.org/wiki/Optical%20power,,,2024-08-28,2016-06-24
129045301,Path length,physical quantity,2,C129045301,129045301,Q7144654,https://en.wikipedia.org/wiki/Path%20length,,,2024-08-28,2016-06-24
104932425,Glacier morphology,,5,C104932425,104932425,Q2116384,https://en.wikipedia.org/wiki/Glacier%20morphology,https://upload.wikimedia.org/wikipedia/commons/1/15/Franz_Josef_glacier.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Franz_Josef_glacier.JPG/100px-Franz_Josef_glacier.JPG,2024-08-28,2016-06-24
2777967070,Intensity mapping,,4,C2777967070,2777967070,Q18208114,https://en.wikipedia.org/wiki/Intensity%20mapping,,,2024-08-28,2018-01-05
117855890,Hyperbolic set,,2,C117855890,117855890,Q3042004,https://en.wikipedia.org/wiki/Hyperbolic%20set,,,2024-08-28,2016-06-24
2776577363,Forefoot,midfoot,3,C2776577363,2776577363,Q16989664,https://en.wikipedia.org/wiki/Forefoot,,,2024-08-28,2018-01-05
2778664469,Rebar,steel bar or mesh used within concrete,2,C2778664469,2778664469,Q150425,https://en.wikipedia.org/wiki/Rebar,https://upload.wikimedia.org/wikipedia/commons/f/fe/A_bunch_of_rebar.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/A_bunch_of_rebar.jpg/100px-A_bunch_of_rebar.jpg,2024-08-28,2018-01-05
39567582,Perilipin,mammalian protein found in Homo sapiens,4,C39567582,39567582,Q415624,https://en.wikipedia.org/wiki/Perilipin-1,https://upload.wikimedia.org/wikipedia/commons/0/07/Ideogram_human_chromosome_15.svg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Ideogram_human_chromosome_15.svg/100px-Ideogram_human_chromosome_15.svg.png,2024-08-28,2016-06-24
151970436,Software maintainer,"person who builds source code into a binary package for distribution, commits patches, or organizes code in a source repository",2,C151970436,151970436,Q1420140,https://en.wikipedia.org/wiki/Software%20maintainer,,,2024-08-28,2016-06-24
99533047,Job costing,,5,C99533047,99533047,Q6206709,https://en.wikipedia.org/wiki/Job%20costing,,,2024-08-28,2016-06-24
2910910403,Snow leopard,large felid native to the mountains of Central and South Asia,3,C2910910403,2910910403,Q30197,https://en.wikipedia.org/wiki/Snow%20leopard,https://upload.wikimedia.org/wikipedia/commons/a/a5/Irbis4.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Irbis4.JPG/100px-Irbis4.JPG,2024-08-28,2019-01-25
2910483065,Adolescent psychology,transitional stage of physical and psychological development that generally occurs during the period from puberty to legal adulthood,2,C2910483065,2910483065,Q131774,https://en.wikipedia.org/wiki/Adolescence,https://upload.wikimedia.org/wikipedia/commons/c/c6/Teens_sharing_a_song.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Teens_sharing_a_song.jpg/100px-Teens_sharing_a_song.jpg,2024-08-28,2019-01-25
29682386,Geothermal desalination,,4,C29682386,29682386,Q5548580,https://en.wikipedia.org/wiki/Geothermal%20desalination,,,2024-08-28,2016-06-24
158836135,Zooplankton,heterotrophic protistan or metazoan members of the plankton ecosystem,2,C158836135,158836135,Q842627,https://en.wikipedia.org/wiki/Zooplankton,https://upload.wikimedia.org/wikipedia/commons/a/a8/Mixed_zooplankton_sample.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Mixed_zooplankton_sample.jpg/100px-Mixed_zooplankton_sample.jpg,2024-08-28,2016-06-24
125743686,Birefringence,optical phenomenon,2,C125743686,125743686,Q108779,https://en.wikipedia.org/wiki/Birefringence,https://upload.wikimedia.org/wikipedia/commons/0/09/Crystal_on_graph_paper.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Crystal_on_graph_paper.jpg/100px-Crystal_on_graph_paper.jpg,2024-08-28,2016-06-24
98488077,Respiratory quotient,measurement representing the ratio of carbon dioxide produced by the body to oxygen consumed by the body,2,C98488077,98488077,Q1428512,https://en.wikipedia.org/wiki/Respiratory%20quotient,,,2024-08-28,2016-06-24
