publisher_id,alternative_name_seq,alternative_name
4366716136,2,Línyí Dàxué
4366716150,1,Sindh University
4366716254,3,Health Care Financing Administration
4366725593,1,KISS
4366728417,2,ACNS
4366736682,2,Nature Publishing Group
4366737874,1,CRISP
4376633982,1,Wenzhou Medical College
4376882181,1,KALRO
4376882237,1,Hainan Medical College
4376882240,1,La Societe zoologique de France
4376882473,4,OSU
4376882473,8,Oklahoma Agricultural and Mechanical College
4376884134,3,Universitat Zurich
4376884134,7,Universität Zürich
4376884781,2,American Association to Promote the Teaching of Speech to the Deaf
4376892780,1,MSAL
4376904202,1,JSAI
4383694720,2,China Electric Division
4383694733,2,ASU
4383694739,1,Dàlián Jiāotōng Dàxué
4383695318,1,Qīngdǎo Lǐgōng Dàxué
4383695919,1,Tokushima University
4383698212,1,Banat's University of Agricultural Sciences and Veterinary Medicine “King Michael I of Romania” from Timișoara
4383698898,1,Matron's Aid
4383699229,2,Swiss Federal Institute of Technology in Zurich
4383735924,1,Liáochéng dàxué
4383773136,1,Volksgesundheitsverlag
4383781270,1,CCJA
4383805600,1,CSA
4383805603,2,Zhāngzhōu Shīfàn Xuéyuàn
4401714063,1,Ifjúsági Paktum Egyesület
4310310987,4,MDPI AG
4310315679,4,Optical Society
4310318422,2,TÜBITAK
4310319677,1,Editora da Pontifícia Universidade Católica do Rio Grande do Sul - EDIPUCRS
4310319680,1,edusp
4310319685,1,Грамота (издательство)
4310319696,1,Konvoj
4310319702,2,パルグレーブ・マクミラン
4310319702,6,パルグレイブ・マクミラン最優秀論文賞
4310319712,1,ASBP
4310319724,3,Herbert Publications Pvt. Ltd.
4310319727,4,องค์กรความร่วมมือโคเครน
4310319727,8,Cochrane-katsaus
4310319727,12,Colaboração Cochrane
4310319727,17,Det Nordiske Cochrane Center
4310319727,21,Кокрановское сотрудничество
4310319727,25,Кохранівська співпраця
4310319731,2,Sociedad Quimica de Mexico A.C.
4310319732,3,IUPress
4310319732,7,印第安那大學出版社
4310319734,2,CSMS
4310319736,1,Chicago Natural History Museum
4310319736,5,Field museum of natural history
4310319736,9,Museu Field
4310319736,13,The Field Museum
4310319736,16,متحف شيكاغو الميداني للتاريخ الطبيعي
4310319736,20,מוזיאון פילד
4310319736,24,Полевой музей естественной истории
4310319736,28,菲爾德博物館
4310319739,2,Society for Neuroscience、SfN
4310319745,2,Railway & Locomotive Historical Society
4310319746,1,New Zealand College of Midwives Incorporated 
4310319748,2,Édition Diffusion Presse Sciences
4310319749,4,Qut
4310319749,8,Технологический университет Квинсленда
4310319751,1,Asahi Shimbun Publications Inc.
4310319754,1,Deutscher Verkehrs-Verlag
4310319762,1,Polskie Towarzystwo Chemiczne
4310319775,1,IIPS
4310319777,2,Karolinum - nakladatelství Univerzity Karlovy
4310319783,1,Belles lettres
4310319787,3,영국 왕립 협회
4310319787,7,영국학사원
4310319787,11,รอยัลโซไซตี้
4310319787,15,Britaniya Kral Cəmiyyəti
4310319787,18,Britská královská společnost nauk
4310319787,22,Inglise Kuninglik Selts
4310319787,26,Királyi Természettudományos Társaság
4310319787,30,Kral Cəmiyyəti
4310319787,33,Královská společnost nauk v Londýně
4310319787,37,Londonas karaliskā biedrība
4310319787,41,Londýnská královská společnost nauk
4310319787,45,Reĝa Societo
4310319787,48,Royal Society
4310319787,52,Sociedade Real
4310319787,56,Societas Regia Londinensis
4310319787,60,Tabiat haqidagi bilimlar taraqqiyoti boʻyicha London qirollik jamiyati
4310319787,66,The Royal Society
4310319787,70,الجمعيه الملكيه
4310319787,74,انجمن سلطنتی علوم
4310319787,78,انجمن شاهي
4310319787,83,رجل من المجتمع الملكي
4310319787,87,Британското кралско дружество
4310319787,91,Каралеўскае таварыства
4310319787,95,Королівське наукове товариство
4310319787,96,Королівське товариство
4310319787,100,ЛКО
4310319787,104,Лондонського королівського товариства
4310319787,108,फ़ैलो आफ़ राउअल सोसायटी
4310319787,113,ロンドン王立協会
4310319787,117,英国皇家学会
4310319789,4,Mykolo Romeris universitas
4310319790,3,Polytechnic of Central London
4310319790,7,Royal Polytechnic Institution
4310319790,11,UW London
4310319790,15,جامعة ويست منستر
4310319790,18,Университет Вестминстера
4310319790,22,西敏寺大學
4310319791,1,Haefner-Verlag
4310319798,3,컴퓨터 학회
4310319798,7,สมาคม ACM
4310319798,11,Associação para Maquinaria da Computação
4310319798,15,"Association for Computing Machinery, Inc."
4310319798,18,JACM
4310319798,22,ایسیام
4310319798,26,انجمن ماشین های محاسب
4310319798,30,رابطه مكائن الحوسبه
4310319798,33,米国コンピューター学会
4310319798,37,美國計算機協會
4310319799,1,NIEHS
4310319802,1,Technická univerzita Liberec
4310319802,5,Vysoká škola strojní a textilní
4310319808,4,สถาบันวิศวกรไฟฟ้าและอิเล็กทรอนิกส์
4310319808,8,Học viện các Kỹ sư điện và điện tử
4310319808,12,I.E.E.E.
4310319808,17,IEEE訊息論學會
4310319808,21,Inštitut električnih in elektronskih inženirjev
4310319808,25,Institute of Radio Engineers
4310319808,29,Instituto de Ingenieros Electricos y Electronicos
4310319808,34,I triple e
4310319808,38,Viện Kỹ thuật Điện và Điện tử
4310319808,42,آیتریپلایی
4310319808,46,ایتریپلئی
4310319808,51,איי טריפל-אי
4310319808,55,ஐ டிரிப்பிள் ஈ
4310319808,59,国际电子电器工程学会
4310319808,63,电機电子工程师学会
4310319808,65,电气电子工程师协会
4310319808,69,電気電子学会
4310319809,2,UNB
4310319809,6,Бразильский университет
4310319811,3,Emerald Group Publishing (United Kingdom)
4310319811,7,MCB大学出版局
4310319815,1,World Scientific
4310319815,5,世界科學出版社
4310319817,2,Verlag Eugen Ulmer
4310319820,2,Интерпериодика
4310319821,4,Gruppo GEDI
4310319826,1,éditions scientifiques polonaises PWN
4310319826,5,Wydawnictwo Naukowe PWN
4310319826,9,научное издательство PWN
4310319828,2,Zankoya Koyeyê
4310319844,2,Общество генетики Америки
4310319845,4,Geological Society Of America
4310319845,8,Амэрыканскае геалягічнае таварыства
4310319846,3,J・B・リッピンコット社
4310319847,1,ルートリッジ
4310319847,5,Garland Publishing
4310319847,9,George Routledge & Sons
4310319847,13,RoutledgeCurzon
4310319847,16,Warne and Routledge
4310319847,20,רוטלג
4310319847,24,Раутледж
4310319847,28,羅德里奇
4310319854,3,Société pour la propagation des connaissances chrétiennes
4310319854,7,S.P.C.K.
4310319855,1,Theologischer Verlag Zürich
4310319866,1,Austrian Academy of Sciences Press
4310319867,3,メトロポリタンミュージアム
4310319867,7,Bảo tàng Nghệ thuật Metropolitan
4310319867,11,Met Museum
4310319867,15,Metropolitan Museum
4310319867,18,Metropolitan Museum of Art de Nova York
4310319867,22,Metropolitanskom muzeju umjetnosti
4310319867,26,MMNY
4310319867,30,Museo Metropolitano de Arte de New York
4310319867,33,Museo Metropolitano de Nueva York
4310319867,37,Museu Metropolitano de Arte
4310319867,41,Muzeul Metropolitan de Artă
4310319867,45,The Met
4310319867,48,The New York Met
4310319867,52,موزه هنر متروپلیتن
4310319867,56,המטרופוליטן
4310319867,60,Метрополитен
4310319867,66,Музей Метрополитен
4310319867,70,Музей на изкуствата „Метрополитън”
4310319867,74,Музеят на изкуствата „Метрополитън”
4310319867,78,მეტროპოლიტენი
4310319867,83,纽约大都会博物馆
4310319869,4,Hindawi Ltd
4310319871,1,ホグレフェ・フェラーク
4310319871,5,Hogrefe Verlag GmbH & Co. KG
4310319874,3,Olomoucká univerzita
4310319874,7,Palacký-Universität Olomouc
4310319874,11,Palacký-universitetet
4310319874,15,Uni Olomouc
4310319874,18,Universität Olmütz
4310319874,22,Universite Palacky
4310319874,26,Univerzita Palackého v Olomouci
4310319874,30,Оламаўцкі ўніверсітэт
4310319879,3,Verlag J. B. Metzler
4310319885,2,내셔널 지오그래픽 협회
4310319885,6,Hội Địa lý Quốc gia
4310319885,10,Narodno geografsko združenje
4310319885,14,National Geographic Magazine
4310319885,19,The National Geographic Magazine
4310319885,23,ماهنامه جغرافیای ملی
4310319885,27,مجله جغرافیای ملی
4310319885,31,ناشيونال جيوغرافيك
4310319885,32,نشنال جیوگرافیک
4310319885,36,نیشنل جیوگرافک میگزین
4310319885,40,נעשאנעל זשיאגראפיק
4310319885,44,Национално географско дружество
4310319885,49,国家地理学会
4310319887,3,Centre de documentation universitaire - société d'édition d'enseignement supérieur
4310319891,1,Grünewald-Verlag
4310319893,2,АРАД
4310319898,3,MAI
4310319898,7,МАІ
4310319898,11,莫斯科航空技术学院
4310319900,4,Kluwer Academic Publishers
4310319900,8,Springer Science+Business Media S.A.
4310319900,12,施普林格科学 商业媒体
4310319908,4,Groupe NPG
4310319908,8,NPG
4310319910,1,Michigan Publishing Services
4310319912,2,Autonomous University of the State of Mexico
4310319912,6,Universidad Autonoma del Estado de Mexico
4310319912,10,墨西哥州自治大學
4310319915,1,Federal University of Santa Catarina
4310319915,5,Universidade Federal de Santa Catarina (UFSC)
4310319918,1,NINO
4310319922,3,Hippokrates Verlag
4310319923,1,St. Ignatius Academy (1855–1859)
4310319923,5,Université de san francisco
4310319923,9,دانشگاه سانفرانسیسکوِ
4310319924,4,PUF
4310319926,1,Mediengruppe Pearson
4310319926,5,Pearson PLC
4310319926,9,培生出版集团
4310319931,1,American Society of Plant Taxonomy
4310319934,1,ABD Jeolojik Araştırma Kurumu
4310319934,5,Geologia Servo de Usono
4310319934,9,Khảo sát địa chấn Hoa Kỳ
4310319934,13,Servicio Geologico de los EE.UU.
4310319934,16,Serviciul geologic al Statelor Unite
4310319934,20,United States. Department of the Interior. Geological Survey
4310319934,24,USAs geologiske undersøkelse
4310319934,28,US Geological Survey
4310319934,35,سازمان زمینشناسی ایالات متحده آمریکا
4310319934,39,سازمان نقشهبرداریهای زمینشناسی ایالات متحده
4310319934,43,هيئة المسح الجيولوجي بالولايات المتحدة
4310319934,47,アメリカ合衆国地学調査局
4310319934,50,米地質調査所
4310319936,2,Murmann Publishers
4310319938,3,Universidad de Bohemia Occidental en Pilsen
4310319938,7,Vydavatelství Západočeské univerzity
4310319938,11,Západočeská univerzita
4310319938,15,Ғарбий Богемия Университети
4310319939,1,August Lutzeyer Verlag
4310319941,2,North-West University
4310319941,6,Potchefstroomse Universiteit vir Christelike Hoër Onderwys
4310319941,10,Universiteit van Potchefstroom
4310319943,3,BPV Medien Verlag
4310319943,7,Media Group Medweth
4310319943,11,OZ Druck & Medien
4310319943,15,Vision Media
4310319944,2,Oekom Publishers GmbH
4310319945,4,BMJ出版集團公司
4310319947,1,Penn Press
4310319954,3,Koninklijke Nederlandse Chemische Vereniging
4310319955,1,"Academic Press, Inc."
4310319960,2,UATLD
4310319963,1,每日新闻出版
4310319964,4,Collier MacMillan
4310319964,8,Macmillan Books
4310319964,12,Macmillan & Company
4310319964,17,Macmillan Publishers Ltd.
4310319964,21,Pan MacMillan
4310319964,25,マクミラン社
4310319965,2,Springer Nature Group
4310319967,3,Oldenbourg Schulbuchverlag
4310319970,3,ASCL
4310319972,4,Springer International Publishing AG
4310319973,2,科学杂志社
4310319982,1,China Science and Technology Publishing & Media
4310319982,5,Chinese Science Publishing & Media
4310319982,9,"Science Press Ltd, PR China"
4310319984,2,Universita degli Studi di Udine
4310319984,6,Universitât dal Friûl
4310319986,3,Leske Verlag
4310319987,1,Boom uitgevers
4310319987,5,Koninklijke Boom Uitgevers
4310319989,2,Stämpfli Groupe SA
4310319993,4,月球与行星研究所
4310319995,1,SOCIETE FRANCAISE D'HISTOIRE D'OUTRE MER
4310319997,2,The Center for Migration Studies of New York
4310319999,3,Hippokrates-Verlag
4310320000,3,Hippokrates-Verlag
4310320004,1,Transcript
4310320006,4,جمعية الكيميائيين الأمريكية
4310320007,2,"Академиздатцентр ""Наука"""
4310320007,6,Издательство Академии Наук СССР
4310320007,10,МАИК «Наука/Интерпериодика»
4310320007,14,科学
4310320009,1,Nauka
4310320009,5,"Всероссийское объединение издательских, полиграфических и книготорговых предприятий ""Наука"" Российской академии наук"
4310320009,9,Издательство Российской академии наук
4310320009,13,俄羅斯科學出版社
4310320017,1,セイジ・パブリッシング
4310320017,5,SAGE Publications
4310320017,9,セイジ出版
4310320020,1,Ferdinand Berger & Söhne
4310320021,3,Ernst und Korn
4310320026,2,Wissenschaftsverlag Vittorio Klostermann
4310320028,1,Beltz-Verlag
4310320029,3,MedPharm Scientific Publishers
4310320032,3,Weka-Verlag
4310320036,1,ヴェステルマン・グループ
4310320036,5,ウェスターマン・シュルブッフ出版社
4310320047,2,Masarykův ústav a Archiv AV ČR
4310320052,1,ABD Ulusal Bilim Akademisi
4310320052,5,Academia Nacional de Ciencias de los EEUU
4310320052,9,Academia Nationalis Scientiarum
4310320052,13,Akademi Sains Nasional
4310320052,16,Amerika qo'shma shtatlari milliy fanlar akademiyasi
4310320052,20,Amerika Qo‘shma Shtatlari Milliy Fanlar Akademiyasi
4310320052,24,Narodowa Akademia Nauk
4310320052,28,National academy of sciences
4310320052,35,The National Academy of Sciencis
4310320052,39,U.S. National Academy of Sciences
4310320052,43,Yhdysvaltojen tiedeakatemia
4310320052,47,نیشنل اکیدمی آف سائنس
4310320052,50,Εθνική Ακαδημία Επιστημών των ΗΠΑ
4310320052,54,ԱՄՆ ԳԱԱ
4310320052,58,アメリカ国立科学アカデミー
4310320052,62,美国科学院
4310320052,64,美國國家科學研究院
4310320054,4,Editions Gallimard
4310320054,8,Éditions Gallimard-NRF
4310320054,12,Galimard
4310320054,17,Gollimord
4310320054,21,انتشارات گالیمار
4310320054,25,Галлімар (видавництво)
4310320055,2,Editions de minuit
4310320055,6,Éditions de Minuit
4310320055,10,Les Éditions De Minuit
4310320055,14,深夜叢書
4310320056,3,Editions larousse
4310320056,7,Larousse.fr
4310320056,11,Издательство Ларусс
4310320056,15,Лярусс
4310320058,2,American Association for Artificial Intelligence
4310320059,4,ENS Éditions
4310320060,1,"Institute of Sociology, Czech Academy of Sciences"
4310320061,3,American Institute of Physics publishing
4310320065,1,Dr. Rudolf Habelt GmbH
4310320066,2,Actes sud
4310320066,6,Actes-Sud Editions
4310320066,10,Editions Actes-Sud
4310320068,1,ASCO
4310320070,4,Armand Collin
4310320070,8,Арманд Колин
4310320072,3,Association Médicale Canadienne
4310320076,1,cappelendammundervisning.no
4310320079,2,ベンタム科学出版社
4310320080,3,Harrassowitz Verlag
4310320080,7,Otto Harrassowitz Verlag
4310320080,11,הוצאת הרסוביץ'
4310320082,2,מכון אדלסון למחקרים אסטרטגיים
4310320082,6,שלם - מרכז שלם
4310320087,2,CNRS Editions
4310320087,6,Editions du CNRS
4310320088,3,Calman-Lévy
4310320088,7,CALMANN LEVY SA
4310320088,11,Michel Lévy frères
4310320089,1,American Research Center in Egypt
4310320095,2,Delmas (édition)
4310320098,2,ČBS
4310320104,3,PeerJ (United States)
4310320105,1,Verlag Adolf Holzhausen
4310320106,2,Fondo de cultura economica
4310320106,6,Fondo de Cultura Economica de México
4310320108,1,Springer
4310320113,1,フラマイオン・グループ
4310320113,5,Éditions Flammarion
4310320113,9,FLAMMARION SA
4310320116,1,Harper and Brothers
4310320116,5,HarperBusiness
4310320116,9,J. & J. Harper
4310320116,13,哈波 (出版社)
4310320116,16,哈珀与罗出版社
4310320116,20,哈珀與羅出版公司
4310320119,2,Dublin Institute for Advanced Studies
4310320119,6,都柏林高等研究學院
4310320120,3,INES
4310320130,2,Éditions de l'Herne
4310320132,1,Découverte
4310320132,5,La Decouverte
4310320134,4,Leo S. Olschki (éditeur)
4310320134,8,Издательство Лео С. Ольшки
4310320135,2,éditions droz
4310320136,3,Librairie generale de droit et de jurisprudence
4310320137,1,Éditions Vrin
4310320137,5,Vrin (édition)
4310320138,2,Ingenieurbüro für Betriebs- und Büroorganisation
4310320138,6,K. G. Saur Publishing
4310320138,10,Saur Verlag
4310320138,14,Verlag Saur
4310320140,1,McFarland
4310320141,3,Kokuritsu Rekishi Minzoku Hakubutsukan
4310320141,7,国立歴史民族博物館
4310320146,2,珀加蒙出版社
4310320148,1,Polynesian Society New Zealand
4310320148,5,The Polynesian Society
4310320149,3,Presses universitaires de Paris-Sorbonne
4310320151,2,Presses universitaires de rennes
4310320155,4,美國生理學學會
4310320157,3,아셰트 출판사
4310320157,7,Hachette
4310320157,11,Hachette Filipacchi
4310320157,15,Hachette Littératures
4310320157,18,Hachette Livre = Bücher
4310320157,22,Librairie de Hachette & Co
4310320157,26,Librairie Hachette et Cie
4310320160,3,ČESKÝ STATISTICKÝ ÚŘAD
4310320162,2,内布拉斯加大学出版社
4310320168,3,Editions Belin
4310320173,3,Kimé
4310320174,4,Éditions de l'Âge d'Homme
4310320174,8,Éditions l'Âge d'homme
4310320174,12,L'Age d'Homme
4310320174,17,L'Âge d'Homme (édition)
4310320175,2,Editions Masson
4310320175,6,Elsevier Masson SAS
4310320176,3,Maison Privat
4310320178,2,Editions de l'Atelier
4310320178,6,Editions ouvrières
4310320178,10,Les editions de l'atelier
4310320178,14,Les Editions ouvrières
4310320186,2,桦屋
4310320186,6,樺樹屋
4310320189,3,エディンバラ大学出版局
4310320193,1,Edizioni scientifiche italiane
4310320195,4,The Electrochemical Society
4310320195,8,電化學學會
4310320196,1,FUP
4310320197,3,Villa Spadolini
4310320198,4,Franco Angeli Editore
4310320204,1,Central Institute for the Union Catalogue of Italian Libraries and for Bibliographic Information
4310320204,5,図書目録情報中央センター
4310320207,2,LeMonnier
4310320208,3,Pellegrini Editore
4310320209,1,Éditions Mimésis
4310320210,2,Editrice Morcelliana SpA
4310320212,1,Francke Verlag Bern
4310320214,4,RAI ERI
4310320215,2,Rubbettino editore
4310320217,1,J.-B. Baillière et fils
4310320218,2,Sociedad Química Italiana
4310320220,1,"Albrighi, Segati e C."
4310320223,2,Continuum
4310320223,6,Continuum Publishing
4310320223,10,Hambledon & London
4310320223,14,Trinity Press International
4310320225,1,SUNY Press
4310320226,2,Acoustic Society of America
4310320232,3,โออีซีดี
4310320232,7,ELGA
4310320232,11,Iqtisodiy Hamkorlik Va Taraqqiyot Tashkiloti
4310320232,15,Kooperazio eta Hazkunde Ekonomikorako Erakundea
4310320232,18,O.C.D.E
4310320232,22,OCSΕ
4310320232,26,OEEC
4310320232,30,O.E.S.O.
4310320232,33,Organisasi Kerjasama Ekonomi lan Pembangunan
4310320232,37,Organisationen för ekonomiskt samarbete och utveckling
4310320232,41,Organisation for Economic Cooperation and Dovelopment
4310320232,45,Organisation für wirtschaftliche Zusammenarbeit und Entwicklung
4310320232,48,Organismo para la Cooperacion y el Desarrollo Económico
4310320232,52,organização para cooperação e desenvolvimento económico
4310320232,56,Organizacija za gospodarsku suradnju
4310320232,60,Organizacion para la Cooperacion y el Desarrollo Económico
4310320232,66,Organizacion para la Cooperacion y el Desarrollo Economicot
4310320232,70,Organizaţia pentru Cooperare şi Dezvoltare Economică
4310320232,74,Organization for Economic Co-operation and Development
4310320232,78,Organizzazione di cooperazione e di sviluppo economici
4310320232,83,Taloudellisen yhteistyön ja kehityksen järjestö
4310320232,87,سازمان همکاریهای اقتصادی و بنیادی جهان غرب
4310320232,91,האירגון לשיתוף פעולה ופיתוח כלכלי
4310320232,95,АЭСР
4310320232,96,АЭЭС
4310320232,100,ОЕСР
4310320232,104,Организација за европску сарадњу и развој
4310320232,108,Організація економічної співпраці і розвитку
4310320232,113,आर्थिक सहयोग व विकास संस्था
4310320232,117,先進国クラブ
4310320232,121,经合组织
4310320238,4,Медицина
4310320239,2,マサチューセッツ・メディカル・ソサイエティ
4310320244,1,ACL
4310320252,1,미국 예술-과학 아카데미
4310320252,5,Academia americana de las artes y las ciencias
4310320252,9,Académie américaine des Arts et des Sciences
4310320252,13,American Academy
4310320252,16,American Academy Of Arts And Sciences
4310320252,20,آکادمی هنر و دانش ایالات متحده
4310320252,24,فرهنگستان هنر و دانش ایالات متحده
4310320252,28,美国艺术与科学学院
4310320254,4,انجمن آمریکایی مدرسان فیزیک
4310320254,8,Американская ассоциация преподавателей физики
4310320255,2,AAS
4310320255,6,Ameriketako Elkarte Astronomikoa
4310320255,10,Sociedad Astronómica Americana
4310320255,14,جامعهٔ اخترشناسی ایالات متحده
4310320255,19,Медали и премии Американского астрономического общества
4310320256,2,BioMedセントラル
4310320256,6,BMC
4310320257,4,American Institute Of Physics
4310320257,8,Instituto Americano de Física
4310320257,12,مؤسسه فیزیک امریکا
4310320259,1,AMA
4310320259,5,Asociacion Medica Americana
4310320259,9,Asociacion Médica Estadounidense
4310320259,13,АМА
4310320259,16,アメリカ医学会
4310320260,4,美国气象学会
4310320261,2,American Physical Society
4310320261,6,Sociedá Americana de Física
4310320261,10,Sociedad Norteamericana de Física
4310320261,14,جامعه فیزیک ایالات متحده
4310320261,19,جامعهٔ فیزیک امریکا
4310320261,23,米国物理学会
4310320262,1,American psychological association
4310320262,5,apa.org
4310320262,9,Asociación Americana de Psicología
4310320262,13,Associação americana de psicologia
4310320262,16,האגודה האמריקאית לפסיכולוגיה
4310320262,20,Американска асоциация по психология
4310320262,24,Американската психологична асоциация
4310320262,28,美國心理学联合会
4310320263,3,ASM
4310320263,7,アメリカ微生物学アカデミー
4310320264,2,美国血液学会
4310320267,1,"Pleiades Publishing, Ltd."
4310320270,1,Allured Publ. Corp.
4310320272,2,American Association of Clinical Chemists
4310320273,4,アメリカ癌学会
4310320274,3,美國糖尿病學會
4310320275,1,AGI
4310320277,2,アメリカ公衆衛生協会
4310320278,1,American Society of Biological Chemists
4310320278,5,美国生物化学和分子生物学学会
4310320282,3,Αμερικάνικη Ένωση Θεολογικών Βιβλιοθηκών
4310320287,3,Fischer Taschenbuch
4310320287,7,S. Fischer
4310320290,3,Wydawnictwo Uniwersytetu Łódzkiego
4310320293,2,Via Medica sp. z.o.o. VM Group Via Medica
4310320294,1,Bilingual Press/Editorial Bilingüe
4310320295,3,HLS
4310320298,3,IWA Publishing
4310320299,1,Läti Riiklik Ülikool
4310320299,5,Latvijas Valsts Universitāte
4310320299,9,LVU
4310320299,13,Riia Ülikool
4310320299,16,Universität Riga
4310320299,20,Uniwersytet Łotwy w Rydze
4310320299,24,Латвійський державний університет
4310320302,1,联邦科学与工业研究组织出版机构
4310320307,1,CAA
4310320307,5,"College Art Association of America, Inc."
4310320309,2,Shang wu yin shu guan (Commercial Press)
4310320311,3,康斯特堡&羅賓森出版社
4310320314,3,Kansas Univ
4310320314,7,University of Kansas
4310320314,11,جامعة كنساس
4310320318,1,stockholmuniversitypress.se
4310320320,2,Honnold-Mudd Library
4310320322,3,De Gruyter Poland
4310320323,1,Lorestan University of Medical Science
4310320326,1,Korean Society of Environmental Health and Toxicology
4310320327,3,VT University Libraries
4310320331,1,Galenos Publishing House
4310320334,1,International scientific publication and consulting services (ISPACS)
4310320335,3,ULS
4310320335,7,University of Pittsburgh University Library System
4310320336,2,Deutscher Fachverlag GmbH
4310320339,1,escholarship.org
4310320341,2,WMIER
4310320342,1,IFRD
4310320346,3,科爱出版
4310320349,2,Duke Library
4310320350,1,E. Schweizerbart'sche Verlagshandlung
4310320355,1,Equinox
4310320357,2,f1000.com
4310320358,1,FASEB
4310320358,5,美國實驗生物學學會聯會
4310320361,4,The Galpin Society for the Study of Musical Instruments
4310320362,3,リトル・ブラウン・ブックス
4310320362,7,"Little, Brown and Co."
4310320362,11,Little Brown & Co.
4310320362,15,利特尔-布朗公司
4310320362,18,利特爾-布朗公司
4310320362,22,利特爾與布朗出版社
4310320362,26,リトル・ブラウン社
4310320363,1,George A. Smathers Libraries of the University of Florida
4310320363,5,University of Florida George A Smathers Libraries
4310320366,1,ingenta connect
4310320373,2,Annual Review of Astronomy and Astrophysics
4310320374,1,Heldref
4310320377,4,University of Jyväskylä
4310320378,3,西オンタリオ大学図書館群
4310320379,1,University of Alberta Learning Services
4310320386,1,SISP
4310320396,2,Condé Nast Inc.
4310320396,6,Condé Nast Publications Inc
4310320399,1,UAM-X
4310320399,5,"Universidad Autónoma Metropolitana, Xochimilco"
4310320401,2,OceanSide Publications
4310320402,1,ジョン・ベンジャミンズ・パブリッシング・カンパニー
4310320412,2,Spandidos Publications
4310320415,1,OLoeP
4310320417,2,Journal of Rheumatology Publishing Company
4310320418,1,Edizioni Internazionali S.r.l. - Divisione EDIMES
4310320420,2,Jurist- og Økonomforbundets Forlag
4310320425,2,Lawrence & Wishart
4310320426,1,The Ohio State University Libraries
4310320432,4,Bärenreiter
4310320437,4,"ABC - Clio, LLC"
4310320437,8,美國書目中心克利俄出版社
4310320439,1,Computer Society
4310320439,5,IEEE CS
4310320439,9,IEEE電腦學會
4310320440,4,Peter Lang Verlag
4310320440,8,Verlag Peter Lang
4310320442,1,Maney Publishing (United Kingdom)
4310320447,1,Humanitas
4310320448,4,Wolters Kluwer Medknow Publications
4310320449,2,Informa Healthcare
4310320463,1,National University of Singapore Press
4310320465,2,NZNO
4310320466,1,OMICSグループ
4310320470,3,宾州大学出版社
4310320476,2,ローワン&リトルフィールド
4310320476,6,Rowman & Littlefield Publishing Group
4310320476,10,稻草人出版社
4310320476,14,羅曼和利特爾菲爾德出版公司
4310320476,19,萊曼和賴特菲爾德出版公司
4310320478,3,College of Nurses Aotearoa (NZ) Inc.
4310320479,1,W.B. Saunders
4310320480,4,"Scientific Research Publishing, Inc."
4310320480,8,Scirp.org
4310320482,1,Poetry Wales Press
4310320497,2,マイクロバイオロジー・ソサイエティ
4310320498,1,Source Interlink
4310320504,4,University of Tarbiat Modares
4310320504,8,塔比阿特莫達勒斯大學
4310320508,2,Sociedad de Matematicas Aplicadas e Industriales
4310320508,6,产业与应用数学协会
4310320508,10,工業與應用數學會
4310320508,14,產業與應用數學協會
4310320510,3,UWA Press
4310320511,1,ubiquitypress.com
4310320516,3,UTL
4310320517,1,UTP
4310320523,2,Behr's Verlag
4310320524,3,Teubner
4310320525,1,PERTH
4310320527,4,Frontiers Media SA
4310320535,4,Acadèmia de Ciències de l'URSS
4310320535,8,Acadèmia de les Ciències de Rússia
4310320535,12,Academia de Științe a URSS
4310320535,17,Academia rusă de ştiinţe
4310320535,21,Academia Scientiarum Petropolitana
4310320535,25,Acadèmia Soviètica de les Ciències
4310320535,29,Accademia delle scienze di Mosca
4310320535,34,Akademija Nauk SSSR
4310320535,38,Det sovjetiske vitenskapsakademiet
4310320535,42,RAN
4310320535,46,Rossijskaja Akademija Nauk
4310320535,51,Russische Akademie van Wetenschappen
4310320535,55,Ryska vetenskapsakademien
4310320535,59,Sovjetunionens vetenskapsakademi
4310320535,63,أكاديمية العلوم الروسية
4310320535,65,أكاديمية العلوم السوفييتية
4310320535,69,אקדמיית סנקט פטרבורג
4310320535,73,АИР
4310320535,77,РАН
4310320535,80,Россия фәннәр академиясе
4310320535,84,ՌԳԱ
4310320535,88,ロシア帝国科学アカデミー
4310320535,92,ソビエト社会主義共和国連邦科学アカデミー
4310320539,2,Nakladatelství učebnic Fortuna
4310320544,1,InnoVision
4310320547,2,テイラー&フランシス・グループ
4310320547,6,Lawrence Erlbaum Associates
4310320547,10,Taylor&Francis
4310320547,14,Westview Press出版公司
4310320547,19,泰勒和弗朗西斯
4310320547,23,泰勒與弗朗西斯
4310320552,1,Beck'sche Reihe
4310320552,5,C.H.Beck
4310320552,9,C. H. ベック出版
4310320552,13,Verlag C.H. Beck
4310320555,2,IUCr
4310320556,3,RSC
4310320556,7,Краљевско друштво хемије
4310320556,11,英国化学会
4310320556,15,英國皇家化學會
4310320557,1,SAREM
4310320558,2,ケミカルアブストラクト
4310320558,6,שירות התקצירים בכימיה
4310320559,4,"Longman, Hurst, Rees and Orme"
4310320559,8,"Longman, Hurst, Rees, Orme, Brown & Green"
4310320559,12,"Messrs. Longmans, Green & Co."
4310320559,17,ロングマン出版
4310320561,3,BRILL
4310320561,7,Brill Boekhandel en drukkerij
4310320561,11,Brill-Verlag
4310320561,15,E.J.Brill
4310320561,18,IDC Publishers
