work_id,grant_seq,award_id,funder_id
2901950514,4,2016YFC0502404,4320335777
3021664630,1,RDU 1703256,4320323310
2954890024,1,,4320306302
4206907573,6,21925404,4320321001
2122595747,1,DP110100100,4320334704
4313561046,3,J2019-VIII-0008-0169,4320335960
2012736553,3,UL1-TR-001079,4320337338
3011565525,15,R01 CA185486,4320332161
2509590537,1,RE04-010,4320321886
3026884780,3,,4320335787
4400200903,1,2022/00378‐2,4320320997
3149049473,1,R01 NS111039,4320332161
2014824669,7,NK 67867,4320322193
4321367898,2,31902205,4320321001
2394807862,2,15-32-20299,4320321079
2253552256,1,NIH-NIDCR R01 DE015965,4320332161
4397034375,1,BPN/GIN/2022/1/00011,4320328499
3150914617,2,H17MC29435,4320337558
2594344697,1,,4320321919
2982603363,3,BCXJ18-06,4320322438
4394015786,1,62005047,4320321001
2996215998,1,NRF-2019R1A2C1004616,4320322120
2742784586,2,2012/05532-8,4320320997
2784384456,3,NA11SEC4810004,4320332181
2804005768,2,proc. 2015/16685‐8,4320320997
4401082097,1,OCE‐2239805,4320306076
3206627058,1,2018YFB2100501,4320335777
2765860512,7,83615601,4320337374
3035714779,1,,4320320671
4389738943,8,3072023CF2501,4320335787
2161905564,4,,4320334857
2753537026,2,T32HD040128,4320337611
3104752191,1,,4320334627
110544706,1,16780092,4320320912
2045702991,4,,4320321594
4386306295,3,62104021,4320321001
4366083390,1,G: 629-290-1441,4320322322
3155028694,1,31971388,4320321001
4389117878,1,EMERGIA 2020/00158,4320334705
4401361428,2,2021YFC3340800,4320335777
2899098878,1,"Grant Nos. 51525402, 51374049, and 51761135102",4320321001
3010907307,1,CNS-1828593,4320306076
2010455118,1,,4320332161
2553558728,1,MH 063665,4320337346
2757554288,11,,4320323365
2916261183,1,41804059,4320321001
1792658272,2,CA08/00214,4320334923
3056799244,2,,4320336026
4282843241,1,22ZR1444300,4320309612
3116021350,1,,4320319908
2907465751,2,R01-EY024655,4320332161
4388578201,2,2022YFD1300402,4320335777
3107323290,3,61673236,4320321001
4361808246,1,51273053,4320321001
2768553067,2,18-12/2011(ii)EU-V,4320320767
4239403346,2,IA/I/13/2/501023,4320325580
2043374257,2,,4320320769
2625480298,3,2014-67019-21636,4320306114
3129489746,1,,4320323591
4280587199,2,0420200640,4320322557
2598717797,1,,4320330374
4307344212,1,BT/PR23533/NNT/28/1301/2017,4320320717
3194626284,2,RC2-2018-024,4320322334
2651514812,4,TCVGH-T1057805,4320326232
2327120355,1,DNRF93,4320320943
2965407268,1,EP/M002020,4320334627
2776020246,1,0928092,4320306076
2041559798,2,Kl 937/1-1,4320320924
3110298320,1,,4320321001
3160017168,2,PHR201008025,4320336038
4313249332,1,18BGL237,4320335869
4295027912,1,51905144,4320321001
2757962973,3,MOST 105‐2628‐E‐007‐013‐MY2,4320322795
4400800186,1,22278223,4320321001
4306850914,1,BE2020626,4320316069
4388002889,3,397660978,4320320879
4225153979,5,,4320334905
4401743024,2,00104311-2023-21,4320317526
4390342494,1,52375515,4320321001
3102113664,2,1807857,4320332170
3171902717,6,,4320323916
4226217010,1,41874029,4320321001
3167101343,6,R01NS087169,4320332161
2891381978,1,2015M571496,4320321543
4396693713,1,41901410,4320321001
2611097694,2,23700543,4320334764
2807821232,4,665919,4320338337
4380538328,2,22JR5RA476,4320322880
3037000919,3,KLB10004,4320335709
3014978685,1,81373148,4320321001
4221034065,5,51973216,4320321001
3137070529,1,41905013,4320321001
1911785066,1,RTG1493,4320320879
4320738435,3,2018YFC1505301,4320335777
2247986249,3,,4320320671
4381804766,1,15-004,4320320883
2509355671,1,51375362,4320321001
4384157303,1,2021R1A2B5B02087169,4320322030
2009316475,1,DFF-0602-02499B,4320322928
4400871505,1,52374398,4320321001
4366602408,2,21725205,4320321001
3184295936,18,HHSN268201800003I,4320309475
3217422090,1,,4320321781
3039500553,2,EMR/2015/000746,4320334771
1984095888,1,81201008,4320321001
2734669410,1,11074195,4320321001
3163626282,1,P-DiSC-2019,4320321966
3043136426,1,,4320321415
1806116087,2,26461223,4320334764
4312848191,1,21762019,4320321001
2991881018,2,7050-00034A,4320313796
3015656398,4,,4320334601
4385873405,3,200-2011-39383,4320337382
3090288459,1,20007235,4320321681
2575492746,1,1120310,4320322034
4385803136,1,ANR-17-CE20-0002-01,4320320883
4312093816,2,,4320320893
3212310187,4,FIS2017- 86530-P,4320321837
4200203093,6,61729501,4320321001
4396242063,3,112-2221-E-004-005,4320331164
3091905470,2,,4320321543
3091849221,2,EMR/2017/003457,4320334771
2998650739,4,2019M3E6A1064695,4320322120
2123591817,2,,4320334399
4389483282,7,F32 HL151022,4320332161
4200459792,5,ZR2020MF101,4320321001
2997409713,1,13/RC/2092,4320320847
2419292368,2,CA09393,4320337351
2310679979,1,Project #2016CP02,4320321041
4361272078,1,,4320320971
2052425030,3,RES-000-22-4451,4320332161
4385796016,1,,4320306144
2327811049,4,PZ00P2_136857,4320321370
2897725862,1,200021E-164326,4320320924
4396528564,1,,4320321001
4225270797,3,JP20H00399,4320334764
2560011372,1,51173027,4320321001
4400486564,1,,4320308987
3041544781,1,,4320323614
4293206896,2,88887.198112/2018-00,4320321091
2345124187,1,,4320323942
4210795035,4,,4320321091
3048674681,2,644348,4320338337
2611311936,2,G0A5613,4320321730
2734486875,5,,4320337611
4306790240,2,MR130316,4320336611
4360980659,2,No.2022NSFSC0534,4320329861
2301098785,2,LQ15C200003,4320338464
2835349798,2,EP/P02002X/1,4320334627
3182730014,5,N2006013,4320335787
4387526293,1,,4320310088
3184640456,1,,4320334701
2951523837,2,CNDTEC,4320321038
2987008785,3,T32HD071839,4320332161
2071663276,1,P1-3.1-?SMM-10-V-02-007,4320322689
3124565237,9,3200-052720,4320320924
4284969696,1,"62271037,62001519,62171021",4320321001
2974832064,2,,4320309229
3205631202,1,,4320314200
2889253730,2,,4320309331
2807201249,3,MOST 103-2221-E-008-099-MY3,4320322108
2894890401,7,FT160100112,4320334704
4226420586,1,2020AAA0109301,4320335777
2049939318,3,,4320306228
3015971041,1,MOST 107-2410-H-006-109-MY2.,4320322795
3198126083,1,,4320310145
2531008482,2,61139001,4320321001
4372279766,3,22277137,4320321001
2769938629,1,81200088,4320321001
2943277958,1,FC29883,4320334840
2964631535,1,RF 14-3-401,4320323768
4388194441,21,PID2019-107847RB-C44,4320322930
1222607040,1,2001/10483-1,4320320997
2907691397,1,31271416,4320321001
2556658344,8,,4320334626
3100043721,1,RG13/13/30194,4320319992
2909686371,1,51822603,4320321001
4399122565,15,,4320331710
2345931419,1,,4320321133
3136915887,6,DP200101199,4320334704
3205153372,2,U1706217,4320321001
2914694384,2,,4320322025
3208152686,43,324730_135673,4320320924
1984663939,2,SfP 983204,4320306084
3135258157,1,,4320306082
2613985279,2,11674144,4320321001
2997892456,4,81472132,4320321001
2919064031,3,R01AI122932,4320337355
4214560917,2,2096/20,4320322252
3095675387,2,61301013,4320321001
2998221636,4,2019CFB748,4320322186
2182468225,3,2010FPTBSH_009,4320321873
4306321536,7,2018B090906002,4320336405
2494454923,1,and ES015628-01A2,4320337361
3049129702,3,,4320335787
3215631477,5,,4320329659
2955625999,1,11805063,4320321001
3015638459,3,H30-Policy-Designated-004,4320321945
4317726998,1,52071020,4320321001
3042327393,2,21775151,4320321001
2591917164,1,R01-AA07112 and K05-AA00219,4320337330
4393427164,1,No. Z221100007422048,4320325902
4381122409,8,,4320325234
2904573370,3,ZK17-03-11,4320324150
2558498964,2,,4320321799
3154107324,1,"No. 31560631, 31960157",4320321001
4224245535,1,2020M681455,4320321543
2038295502,1,202/09/1786,4320321006
4389028305,1,R00 HL111322,4320332161
4385073511,2,2022M722777,4320321543
3015945763,2,,4320325562
2807768406,1,1.170093.01,4320321348
3119955961,1,,4320306076
3205371765,5,883363,4320338335
4387321255,4,S2641709,4320327819
2914902155,4,18YFZCGX00580,4320323993
2775264633,4,,4320334627
4200435496,4,,4320337472
4393970449,1,,4320315062
2227723483,2,S2013/MIT-285,4320313831
3175103933,2,,4320328359
4319037899,2,18/RI/5723,4320320847
4392520282,5,HL14013903,4320337338
3179806413,2,"MOTIE, 20194010201900",4320335199
2915393266,3,17KJD470003,4320335440
2999052346,6,JP19K15692,4320334764
4389614421,6,EP/T019530/1,4320334627
4320710363,2,,4320337015
4384156470,3,,4320325698
2496908802,1,HY-2011,4320321142
2954590635,1,MDM-2016-0656,4320335598
3197799157,2,52073039,4320321001
4205520920,5,,4320335322
4399775259,8,825825,4320335254
3111257350,1,,4320323299
2345549779,3,,4320320994
2756984797,1,ZIAHD000266,4320337364
2807978748,1,104.06-2015.09,4320309617
2808484034,1,2014/26672-8,4320320997
3199445463,3,SPP 2244 LU 2520/1‐1,4320320879
2010852926,1,HRA/2009/197,4320312041
2992037588,1,,4320320879
4311139814,4,BNLMS-CXXM202005,4320338253
3152858209,1,Z201100005520019,4320325902
2820125098,1,CTQ2017-90802-REDT,4320321837
2533009511,1,2015/04306-2,4320320997
2024052022,4,PTDC/AAG-MAA/4657/2012,4320334779
1970616510,1,,4320321868
2799754475,2,,4320319918
2892705082,7,201510010159,4320334898
2901478409,7,R01CA77955,4320332161
4308037320,5,,4320338125
4224314251,4,E2020402079,4320322163
3170166019,2,2020TQ0041,4320321543
4392192766,2,1847373,4320337391
2043659071,1,,4320310946
3043860163,4,MAT2016-77608-C3-1-P,4320322930
3194120372,2,R01MH115094‐01A1,4320337346
4200415827,1,ESA's Networking/Partnering Initiative (NPI) grant 4000117725/16/NL/MH/GM,4320318240
2796342892,3,31572060,4320321001
2013490367,1,6.10E+15,4320321001
4296794950,1,P41 EB028239,4320332161
2108433756,2,227431,4320320300
2010292418,1,,4320306230
4366827002,1,XLYC2002024,4320329895
2621013944,3,NIH R01 HD042157-01A1,4320332161
2692165797,3,2014/14/E/NZ8/00165,4320322511
4312018853,3,,4320320720
4284966401,4,H2020‐MSCA‐ITN‐2014,4320338337
2804421195,3,#306158/2014-0,4320322025
3125929508,10,61875068,4320335787
3210180735,1,52036001,4320321001
3211349761,1,,4320321001
2957382893,4,E-0044,4320306196
4399983618,1,32372903,4320321001
2995316528,5,413000091,4320335787
2980879164,1,,4320321026
2895762128,2,MH061975,4320337346
2979309508,1,41476059,4320321001
2969731754,2,,4320321594
4391104177,1,2022A1515011607,4320337111
2924136656,2,,4320333359
2864127684,2,,4320320593
3134253712,1,51977194,4320321001
2063603698,1,,4320321114
3015046093,2,81871263,4320321001
2577752944,2,91333206,4320321001
1999528962,4,CA-16359,4320334796
4283016139,2,,4320321133
2087477023,1,,4320310985
2604377571,1,"17719, 33/SI/2015",4320338341
4388914745,1,118E184,4320322626
4306168904,2,,4320320332
4323042238,3,22105192,4320321001
4379508381,3,"FIS2016-79596-P, PID2019-105225GB-I00",4320322930
2999213033,1,,4320321001
2155761759,5,20100002110014,4320338142
2279340677,1,,4320320879
2999849419,3,,4320311534
1483726879,2,,4320321091
2898734769,1,AGL2015-64595-R,4320322930
2060543949,2,50772046,4320321001
4386319717,7,L2-4427,4320322554
4317104162,1,,4320323424
2912777564,2,41771093,4320321001
4391454480,1,JPJ012368C00401,4320335839
4390764592,1,[4013427],4320322243
2199280259,6,GRE12-39,4320321837
2055217002,7,,4320321603
2582190866,1,EEC-1160483,4320337394
4291134819,1,41907304,4320321001
3154556172,4,,4320324900
4396999857,4,72034003,4320321001
4214898028,2,BBS/E/C/000J0300,4320334629
3039212541,2,,4320322120
2345710914,1,21471099,4320321001
2981610848,1,61671389,4320321001
2912674229,2,,4320323405
2571158882,1,833/15,4320322252
4226203240,1,P 30213-N36,4320321181
2750129234,3,233157,4320338352
4318703675,1,RPG-2020-327,4320319993
2622419480,5,RFBR 16-02-00767,4320321079
4400995858,7,2023YFE0210800,4320335777
2986442151,1,P07-678,4320320719
4396904270,1,32070333,4320321001
4206158499,1,ECCS-1936406,4320306076
2906969592,4,"FT160100022, DP170100165, DE170100310",4320334704
4399578608,1,52225305,4320321001
4390968283,3,2021YFA0805800,4320335777
1974875124,2,,4320320006
3016477807,1,,4320322841
4221161559,34,,4320320715
2002213442,1,,4320311306
2097140398,1,,4320322725
3193450770,2,1R01AI110334-01,4320337355
2338442196,2,,4320320721
3194947068,7,,4320322999
3033248130,3,2017T110453,4320321543
2760095401,5,81570735,4320321001
1656137364,2,,4320321071
2080846962,2,CityU 118906,4320321592
2061858840,3,R01 NR009418,4320337353
4389091125,2,HZ2021013,4320324805
2890700209,1,PROCAD 3001/2014,4320321091
2592503444,8,,4320322861
2319101934,3,BSR‐8516498,4320306076
2996266770,1,No. 21803016,4320321001
4398147659,1,,4320321001
4390813573,2,5200119,4320322626
2945597587,1,,4320311063
2898808466,2,TEC2015-69266-P,4320321837
4385721047,5,,4320323900
4322500307,1,22K17020,4320334764
2214156544,2,QREN – POPH – 4.1,4320334779
2884868443,4,,4320322605
4367676953,1,UL1 TR000445,4320337472
4381137410,1,20004963,4320321681
3098328599,4,ANR-11-LABX-0007,4320320883
2917430233,2,,4320334899
2629255394,2,R108-2012-10094,4320321999
2539840639,1,,4320334593
2950831389,2,61374178,4320321001
4294713049,4,201904010097,4320335480
3191261668,1,2017R1D1A1A09000838,4320322120
4293659823,4,SGS11/PřF/2022,4320324050
4286697937,2,,4320335957
2905588010,1,31272705,4320321001
2482756876,2,,4320320300
1773695379,2,JX 10231801,4320327518
3110878482,4,UIDP/50011/2020,4320334779
2070189541,1,17988,4320323227
3176288518,1,JPMXD0717935457,4320320912
2621774748,2,11302183,4320321001
2343436245,3,91538102,4320321001
2067523309,2,FIS PI10/01123,4320334923
4401497063,3,,4320326181
3029645958,1,358283783 – CRC 1333,4320320879
4324060387,1,2011786,4320306076
3161868942,4,2018A030313005,4320321921
4393048374,1,,4320332161
4390106100,4,20210302123468,4320322666
4313424546,6,,4320324952
2761537555,1,11405052,4320321001
3133619028,3,,4320334593
2535468063,1,,4320335132
3119508883,1,Dean’s Research Grant,4320310486
2887209354,5,2016BS0503,4320322868
4385945203,4,2021M691780,4320321543
2925074929,4,,4320334770
4318812132,2,,4320330315
3099415454,6,MDM-2014-0369,4320322930
2884464331,1,ID1110343,4320323320
2599807487,1,NRF-2015R1A2A2A01007102,4320322120
4318475239,1,Q18X-00/Japan,4320334534
3060821255,1,"MIUR grants to Roma Tre PhD School in Earth Sciences (XXXV doctoral cycle, 2020–2022)",4320310926
2237691570,1,,4320320912
2143483802,1,P01 AG17211-0252,4320337337
3088092592,6,1F32MH114620,4320337346
3216698233,3,1908085QB65,4320334897
3205796462,4,31900166,4320321001
2788489011,1,31602050,4320321001
2810767361,1,K23HL111211,4320337338
2105328088,6,M01RR00096,4320337375
4389936234,2,,4320322725
2783568908,1,21501131,4320321001
4387808543,2,2022YFC2105900,4320335777
2915466156,4,31770441,4320321001
4386625342,3,20203BBG73049,4320327780
2104502700,3,07671135,4320320912
4387020157,1,11804161,4320327720
3128597737,3,61801252,4320321001
2933231937,1,81171508,4320321001
4315471299,3,,4320332161
3216129007,1,IIP 1916535,4320306076
4310065689,4,K08AI166021,4320337355
2795950854,2,NRF-2016R1A2B4010423,4320322347
2904981661,2,15099,4320322877
2997052848,2,DE‐SC0012549,4320306575
3026114094,3,DUT18RC(3)081,4320335787
2792010694,2,U1609212,4320321001
4253634325,3,81500924,4320321001
2903848562,3,R01AI072219,4320332161
4283767550,3,,4320332193
3164691734,4,No. 19DZ2270200,4320321885
2890148183,10,2018CFB601,4320322186
2994982532,8,713654,4320338337
2887574495,1,464-11-030,4320321800
2794309862,2,61671210,4320321001
2938820927,1,61771492,4320321001
4386303545,25,75N92020D00001,4320332161
2954392997,2,654444,4320332999
2307939249,49,,4320322674
3163548323,3,NA18NWS4680081,4320337784
4306758488,3,2021SHZDZX,4320321885
4383345655,2,61975119,4320321001
3161217213,2,,4320334928
4200297678,3,,4320323197
3015591706,2,2017YFC0403600,4320335777
2951035033,1,,4320320924
2187376069,1,DMS 1413437,4320306076
2945103992,1,4.7001.2017/BP,4320321912
4307821208,2,150413/2020-3,4320322025
2970577510,1,RTG/DMS - 1646339,4320306076
2006100265,1,31000775,4320321001
2969374991,4,,4320332161
2895249518,2,,4320322025
2774495152,3,,4320312214
3083726212,5,2017YFA0403003,4320335777
4391282379,1,191620052664,4320320767
2751314356,24,,4320322749
1984952542,1,TD2011-01,4320335787
2611866825,2,71572157,4320321001
3093177334,3,201801D121006,4320322666
2748402856,1,1M30,4320321781
2909233887,2,ANR-11-BSV7-013-03,4320320883
4400076757,6,62203119,4320321001
4399258355,1,U2244216,4320321001
3030116208,2,SPF201809007064,4320321589
4400654064,2,DE-SC0019076,4320337510
3004626398,2,XDB40010200,4320321133
4385740217,2,18K07978,4320320912
3203821795,5,2018-ZDXM3-01,4320327224
2891023753,1,61371033,4320321001
3012162121,1,,4320321001
3014566287,1,51677044,4320321001
1986021878,7,41201522,4320321543
3209808047,1,1305-00002B,4320309756
4388672724,1,,4320313941
3080434719,2,,4320309652
2998599004,1,ECR/2016/001445,4320326272
3049559210,1,243904670,4320334764
4386132079,1,B311SX230003,4320336311
3016914563,1,FIS PI17/00069,4320334923
4211197359,2,,4320335787
3108275212,11,,4320333617
3112268131,3,,4320320879
2898216291,5,Y7X0231505,4320322847
4285798022,4,2020TQ0362,4320321543
4248350653,2,61571316,4320321001
4280639950,1,,4320320769
2892440524,1,2017/01/X/NZ9/01627,4320322511
3184986134,1,HHSO100201500005I,4320333299
3160339799,4,,4320319990
2890031811,3,668998,4320334678
4213126761,3,,4320332999
1989391908,2,H133G040323,4320337112
3184298244,2,2018B030334001,4320335795
4390753071,1,DE-SC0017863,4320306084
2969370650,1,,4320306076
2757369474,3,2016A020218015,4320321921
4250314260,1,,4320320293
1537601340,1,51073173,4320321001
2515817811,1,,4320322091
2970049842,10,R-144-000-423-114,4320320751
4318052072,4,T32AI007062,4320337355
2556435907,1,,4320314178
4320015835,4,U22A2002,4320321001
2560298657,2,61104074,4320321001
3155427574,2,,4320337345
3102299381,4,No.2017YFB1400100,4320335777
2024368650,1,21163010,4320321001
3095922471,2,RSA6180035,4320322614
3049436640,1,IvP 13/IA/1894,4320320847
4308026179,3,PN2021116,4320322111
4389485344,2,62031018,4320321001
4232041717,1,PEARL-CPIL,4320321038
2087208053,1,2009-0093136,4320317283
2805067415,2,,4320308840
2018441586,1,4896,4320320301
2912100738,2,CGL2014-57209-P BIOGEOS,4320335204
4297238468,3,62203132,4320321001
3084018052,3,U19B2022,4320321921
4312250082,1,"62176043,62072077",4320321001
3080772190,1,21929401,4320321001
2902328037,1,51502296,4320321001
4386947143,1,,4320310914
1963915610,21,HL120393,4320337338
4281711743,1,,4320322025
4399529670,1,,4320334111
3175447251,1,262700,4320323299
3206756842,3,20-52-16301,4320321079
2970612592,3,BRG5980012,4320322614
4382291997,2,,4320334593
2992505349,1,,4320321514
3033139935,1,75/94/s,4320322733
2994877085,2,11304384,4320321001
2983868897,3,200021-140648,4320320924
3164315575,5,802093,4320320300
4389438520,2,#164180/2021-4,4320322025
4391777738,1,11833003,4320321001
2894926297,1,,4320321679
4401559761,2,,4320321540
4229331836,1,P4-0015,4320322554
3195616002,1,,4320332932
3007485657,2,K23-AG057784,4320337337
2604267391,1,51204163,4320321001
3212315178,3,2019R1F1A1062395,4320322120
4303618020,2,12275122,4320321001
4221059607,2,EP/S02994X/1,4320334627
4306669325,2,ZR2021QB008,4320324174
2054824050,1,31271020,4320321001
3035191746,2,21671117,4320321001
3013969856,1,ZIA DK043012–18,4320337357
2804586184,2,3790,4320306202
3193902141,1,62074050,4320321001
3204227879,1,,4320321879
4321116140,1,RP210045,4320308129
3152533535,2,,4320327466
2395102749,1,1/0112/16,4320313956
2302242256,3,2015A3871,4320334980
4285195089,2,52130308,4320321001
3102933936,1,NRF-2020R1F1A1067223,4320322120
2560706618,1,115854,4320321994
3029891146,2,HD081216,4320332161
4390660575,1,1R01CA194924,4320332161
4309340433,25,,4320337472
4206751737,2,42101354,4320321001
3101631241,4,2016KZDXM051,4320326279
4281829898,1,81770607,4320321001
4200400075,6,,4320321543
3107218290,1,1973,4320321001
4313453577,5,82130102,4320321001
3017286390,4,,4320336023
4386119425,1,ID100010434 under agreement LCF/PR/HR19/52160016,4320312058
2961217357,7,,4320308911
2486117713,1,3-039-2-010,4320332753
4386817573,2,51973121,4320321001
3037135562,3,,4320335480
4390745039,1,U01-HL146204,4320332161
2625072044,3,J3-5510,4320322554
3007063328,1,R21AI133322,4320337349
1984228818,1,,4320334593
4383562652,3,82073475,4320321001
2050769411,7,VGH-S4-98-001,4320327358
2551470285,2,41471343 and 41101315,4320321001
3087339295,2,21908182,4320321001
2782961500,3,ED431F 2016/010,4320325108
3033310220,3,11575174,4320321001
4388537485,2,757699,4320334678
3027097707,2,16.161.301,4320334893
2781736778,1,LA2474/3-1,4320320879
3169266300,3,2020JJ5961,4320322843
3037725013,1,ANR-15-CE24-0022-01,4320323222
4283317568,2,Z3-9294 (B),4320322554
2953129065,4,,4320321540
4397030402,1,51774245,4320321001
2010760933,1,2010CB732501,4320321001
2969310084,3,41571033,4320321001
2744258929,1,51505107,4320321001
3108274928,2,108-2320-B-038 -060 -MY3,4320322814
4390264464,1,22175181,4320321001
2950186091,7,BK20170240,4320322769
4366601996,3,32070779,4320321001
2793161419,1,Bridge Award,4320306571
4400280545,3,CSC202008300033),4320322725
3122348753,4,RMHSE1903,4320321106
3160131953,3,FRF-TP-19-014A1,4320335787
